Classification,Ticket Number,Title,Description,Account,Queue,Resources,Status,Priority,Created,Due,Impact,Issue Type,Sub-Issue Type,Resolution
CDS-Northwest,T20220818.2031,Not able to open files in RDS,"Angelina called in as she was unable to open files in RDS

Cb 4705991093","iBAS, Inc (CHCS)",Global Shared Service Desk,"NAIR, BIJOY (primary)",Complete,P3 - Moderate,8/19/2022 6:00,8/20/2022 6:00,Single User,Endpoint Management,Other,
CDS-Northwest,T20220818.2081,CoreSite updated Order # CAS-02744533: Customer Reference (if available) -,"FROM: no-reply@coresite.com
FROM NAME: CoreSite email
TO: customersupport@synoptek.com
CC: 

Email Body: 
Order Number: CAS-02744533
CoreSite has updated the Order
Case type: Support Request

Account: Synoptek, LLC - VA1
Site: VA1
Space: VA1-01-0106-CORE-0687
Customer Reference (if available):

Comment from CoreSite: Synoptek Support,

Please see our technician's comment from 8/12 and advise how we should proceed. If we don't hear back within 48hr we will proceed with closing this out. Thanks.

Summary: This case has been updated by CoreSite.  Please log in to https://urldefense.proofpoint.com/v2/url?u=http-3A__MyCoreSite.com&d=DwICAw&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=VJm3HREGiVLl2n91z3A4o7wYVt53FeLTZBHwuTC_IYg&m=Xr9sgjhQD2cLQhvnpAdCrwgL5fBO6uVw0UkyrDUnGBE&s=0MRCwneirgtQIFeWT6GqdSqUP0Ofz2lF3bLsqwQubWs&e= and locate Order # CAS-02744533 to see additional details regarding this update.

CORESITE
+1.866.777.CORE
+1.303.405.1000
Info@CoreSite.com
https://urldefense.proofpoint.com/v2/url?u=http-3A__www.CoreSite.com&d=DwICAw&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=VJm3HREGi

Unable to find match for contact email 'no-reply@coresite.com'.","iBAS, Inc (CHCS)",Merged Tickets,,Complete,P3 - Moderate,8/19/2022 8:11,8/20/2022 6:30,Single User,Monitoring,Other,
CDS-Northwest,T20220818.2083,Multiple iBAS servers - Unexpected reboot,"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Non-Prod, System Type/All Servers (no LM Collectors), System Type/Windows/Remote Desktop Services Servers, System Type/Windows Host: IBSMANDEVELOP03 Severity Level: critical LME36239055 critical - IBSMANDEVELOP03 SYN_INCLUDE-BSOD Unexpected reboot
Host: IBSMANDEVELOP03
Eventsource: SYN_INCLUDE-BSOD Unexpected reboot
Windows Event ID:  41
Message: The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.
Detected on: 2022-08-18 20:30:29 MDT

Action:  Notify the customer appropriate contact and investigate root cause of the crash.  Escalation to Systems and Storage may be required.

EOC Procedure:  https://synoptek.itglue.com/2536478/docs/5756512#version=published&documentMode=view

MS Troubleshooting documentation:   https://docs.microsoft.com/en-us/windows/client-management/troubleshoot-event-id-41-restart

Alert Rule: This alert matches the rule SYN_INCLUDE -rn
Alert has been sent to:
stage 1: 

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LME36239055&type=eventAlert","iBAS, Inc (CHCS)",EOC,"PANDE, MAKARAND (primary)",Complete,P3 - Moderate,8/19/2022 8:19,8/20/2022 6:30,Single User,Server Management,Unexpected Reboot,"Acknowledged all alerts
These reboots are part of automatic shutdown of servers for cost control purposes."
CDS-Northwest,T20220818.2090,LogicMonitor (error) Alert - IBSMANDEVDB04 - SQL Server Services-SQL Server Agent (MSSQLSERVER),"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/_Managed SQL Servers, Devices by Type/IIS Servers, System Type/All Servers (no LM Collectors), Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Non-Prod/sql server, Devices by Type/SQL Servers, System Type/Windows Host: IBSMANDEVDB04 Severity Level: error LMD567177009 error - IBSMANDEVDB04 SQL Server Services-SQL Server Agent (MSSQLSERVER) State
Windows SQL Service SQL Server Agent (MSSQLSERVER) on IBSMANDEVDB04 is not running, placing it into error state.   0.0 is the current reading and represents an error state.

This started at 2022-08-18 20:38:16 MDT - or 0h 17m ago.

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD567177009&type=alert","iBAS, Inc (CHCS)",EOC,"JADHAV, SAGAR (primary)",Complete,P3 - Moderate,8/19/2022 8:25,8/20/2022 6:30,Single User,Server Management,Service Restart,"Checked device and connect with Datto Rmm
Service is start and  running
hence we are closing this ticket"
CDS-Northwest,T20220818.2101,Backup Job Failure: .iBAS-NonProd-AWS - defaultBackupSet,"Backup Job exceeded running time of 24 Hrs - Prioritize as P3 - Moderate.
---------------------------------------------------

CommCell: cs01-syn-las1

Client: .iBAS-NonProd-AWS
--Agent Type: Virtual Server
--Client Group: iBAS, Inc
--Backupset: defaultBackupSet
--Subclient: default

Detected Time: Wed Aug 17 20:00:17 2022

Job Information
---------------------------------------------------
Job ID: 6596460
Backup Level: Incremental
Scheduled Time: Wed Aug 17 20:00:07 2022
Start Time: Wed Aug 17 20:00:16 2022
End Time: Not Applicable","iBAS, Inc (CHCS)",SO - Server Backups,"HORNE, CORY (primary)",Complete,P4 - Functional,8/19/2022 8:31,8/27/2022 5:47,Single User,Backups,Commvault - Job Exceeded backup window,Confirmed all scheduled jobs have been completing successfully since issue with kms key/permissions resolved.
CDS-Northwest,T20220818.2115,LogicMonitor (error) Alert - IBSMANPREAPP06 - SYN_INCLUDE-Windows System Event Log,"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Non-Prod, Devices by Type/IIS Servers, System Type/All Servers (no LM Collectors), Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/MI Architecture - CNA - Staging, Devices by Type/SQL Servers, System Type/Windows Host: IBSMANPREAPP06 Severity Level: error LME36239060 error - IBSMANPREAPP06 SYN_INCLUDE-Windows System Event Log
Host: IBSMANPREAPP06
Eventsource: SYN_INCLUDE-Windows System Event Log
Windows Event ID:  7022
Message: The Trend Micro Security Agent RealTime Scan service hung on starting.
Detected on: 2022-08-18 20:32:50 MDT

Alert Rule: This alert matches the rule SYN_INCLUDE -rn
Alert has been sent to:
stage 1: 

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LME36239060&type=eventAlert","iBAS, Inc (CHCS)",EOC,"SHAIKH, WASIM (primary)",Complete,P3 - Moderate,8/19/2022 8:43,8/20/2022 6:30,Single User,Server Management,Service Stop,"Connected to the server via RMM.
verified the trendmicro services are in running state.
Closing ticket"
CDS-Northwest,T20220818.2114,LogicMonitor (error) Alert - IBSMANUATAPP13 - SYN_INCLUDE-Windows System Event Log,"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Non-Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/RDB Arch - MI - UAT, Devices by Type/IIS Servers, System Type/All Servers (no LM Collectors), Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/MI Architecture - CNA - UAT, Devices by Type/SQL Servers, System Type/Windows Host: IBSMANUATAPP13 Severity Level: error LME36239059 error - IBSMANUATAPP13 SYN_INCLUDE-Windows System Event Log
Host: IBSMANUATAPP13
Eventsource: SYN_INCLUDE-Windows System Event Log
Windows Event ID:  7022
Message: The Trend Micro Security Agent RealTime Scan service hung on starting.
Detected on: 2022-08-18 20:33:05 MDT

Alert Rule: This alert matches the rule SYN_INCLUDE -rn
Alert has been sent to:
stage 1: 

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LME36239059&type=eventAlert","iBAS, Inc (CHCS)",EOC,"SHAIKH, WASIM (primary)",Complete,P3 - Moderate,8/19/2022 8:43,8/20/2022 6:30,Single User,Server Management,Service Stop,"Connected to the server via RMM.
verified the trendmicro services are in running state.
Closing ticket"
CDS-Northwest,T20220818.2233,Backup Job Failure: CHUSE1PRDLSNC4,"Backup Job Succeeded with Errors - Prioritize as P3 - Moderate.
---------------------------------------------------

CommCell: cs01-syn-las1

Client: CHUSE1PRDLSNC4
--Agent Type: SQL Server
--Instance: CHUSE1PRDLSNC4/CHUSE1PRDAGC4
--Backupset: Not Applicable
--Subclient: default

Detected Time: Thu Aug 18 21:56:13 2022

Job Information
---------------------------------------------------
Job ID: 6605560
Backup Level: Transaction Log
Scheduled Time: Thu Aug 18 21:49:39 2022
Start Time: Thu Aug 18 21:49:45 2022
End Time: Thu Aug 18 21:56:10 2022","iBAS, Inc (CHCS)",SO - Server Backups,,Complete,P4 - Functional,8/19/2022 10:27,8/24/2022 6:30,Single User,Backups,CommVault - Backup job completed w/errors,"Isolated tlog failure event when 1 of the 3 database targeted by this job, MI_DDM, logged error that the e secondary replica failed because LSN from primary was greater than the LSN on local redo and no log backups needed to be completed. Reviewed backup history and confirmed numerous successful backups (differential and tlog) since this incident occurred. No persistent or reoccurring failures that requires additional corrective action."
CDS-Northwest,T20220818.2245,RE: Unable to connect to Inspro,"FROM: Manisha.Choudhary@chcs-services.com
FROM NAME: Manisha Choudhary
TO: support@synoptek.com
CC: insprodevtm@chcs-services.com

Email Body: 
Hi,

Inspro is not getting connected getting the below error:

1.  RDS Dev - All icons (jumpboxes) in Folder: Inspro RDP

[cid:image002.png@01D8B3B8.FDCCEE50]

Please investigate it on priority. Multiple users are impacted.

Regards,
Manisha","iBAS, Inc (CHCS)",Global Shared Service Desk,"SHAH, HARDIK (primary)",Complete,P1 - Major,8/19/2022 10:47,8/19/2022 14:47,All Users,Software,:Other,
CDS-Northwest,T20220818.2255,LogicMonitor (critical) Alert - COR-VA1-IBASI-FW-1 - BGP-192.168.200.1,"Group: System Type/Fortinet FW, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/Datacenters/Coresite VA1/Network, System Type/Network Breakdown/Categorized/Firewalls/FortiGates, Devices by Type/Network, System Type/Network Breakdown/Uncategorized Network Devices, System Type/All Network Host: COR-VA1-IBASI-FW-1 Severity Level: critical LMD538591385 critical - COR-VA1-IBASI-FW-1 BGP-192.168.200.1 PeerState
Host: COR-VA1-IBASI-FW-1
Datasource: BGP-192.168.200.1
Datapoint: PeerState
Level: critical
Start: 2022-08-18 23:08:53 MDT
Duration: 0h 14m
Value: 3.0
ClearValue:
Reason: PeerState != 6 6 6

Alert Rule: This alert matches the rule iBAS, Inc_Critical
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2) Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD538591385&type=alert


Aug 18 23:15 (20 m) CHCS-BOI-FG201F-FW01 BGP- BGP-172.20.15.1 PeerState 3
Aug 18 23:13 (22 m) IGTE-BL-VG03 Host Status HostStatus idleInterval 1639
Aug 18 23:13 (22 m) CHCS-BO2-FGT101F-FW01 Host Status HostStatus idleInterval 1639
Aug 18 23:13 (22 m) CHCS-BO2-C3850SW01 Host Status HostStatus idleInterval 1639
Aug 18 23:13 (22 m) CHCS-BO2-SIPVG-01 Host Status HostStatus idleInterval 1659
Aug 18 23:13 (22 m) COR-VA1-IBASI-FW-1 Interfaces (64 bit)- SYN_snmp64_If_Fortigate-VPN_To_CHCS-BO2 Status 2
Aug 18 23:12 (22 m) COR-VA1-IBASI-FW-1 Interfaces (64 bit)- SYN_snmp64_If_Fortigate-VPN_To_Pru Status 2
Aug 18 23:12 (23 m) COR-VA1-IBASI-FW-1 Interfaces (64 bit)- SYN_snmp64_If_Fortigate-VPN_To_Inspro02 Status 2
Aug 18 23:12 (23 m) COR-VA1-IBASI-FW-1 Interfaces (64 bit)- SYN_snmp64_If_Fortigate-VPN_To_CHCS-BOI Status 2
Aug 18 23:12 (23 m) COR-VA1-IBASI-FW-1 Interfaces (64 bit)- SYN_snmp64_If_Fortigate-VPN_To_CNA Status 2
Aug 18 23:11 (24 m) COR-VA1-IBASI-FW-1 BGP- Fortigate_Vdom_BGP-172.20.15.2 PeerState 3
Aug 18 23:11 (24 m) COR-DE2-IBASI-FW-1 Interfaces (64 bit)- SYN_snmp64_If_Fortigate-VPN_To_Pru-DR Status 2
Aug 18 23:11 (24 m) COR-VA1-IBASI-FW-1 Interfaces (64 bit)- SYN_snmp64_If_Fortigate-VPN_To_Inspro Status 2
Aug 18 23:11 (26 m) COR-DE2-IBASI-FW-1 BGP- Fortigate_Vdom_BGP-192.168.200.5 PeerState 3
Aug 18 23:10 (26 m) CHCS-BO2-FGT101F-FW01 Ping Ping PingLossPercent 100
Aug 18 23:10 (26 m) CHCS-BO2-FGT101F-FW01 Fortigate Global Statistics SYN_Fortigate System CPUUsage No Data
Aug 18 23:10 (26 m) COR-VA1-IBASI-FW-1 BGP- Fortigate_Vdom_BGP-172.20.15.6 PeerState 3
Aug 18 23:10 (27 m) CHCS-BO2-C3850SW01 Ping Ping PingLossPercent 100
Aug 18 23:09 (28 m) CHCS-BO2-SIPVG-01 Ping Ping PingLossPercent 100
Aug 18 23:09 (28 m) IGTE-BL-VG03 Ping Ping PingLossPercent 100
Aug 18 23:08 (29 m) COR-VA1-IBASI-FW-1 BGP- Fortigate_Vdom_BGP-192.168.200.1 PeerState 3","iBAS, Inc (CHCS)",EOC,"KUMAR, RAJU (primary)",Complete,P2 - Impaired,8/19/2022 10:52,8/19/2022 16:52,Multiple Users,Network Device Management,Connectivity - Other,"Alert cleared

closing this case"
CDS-Northwest,T20220818.2261,LogicMonitor (error) Alert - US-W2:IBSMANPRDAPP25DR_i-0464cc69e46790803 - EC2,"Group: Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/iBAS CHCS - AWS Cloud - Production/EC2, AWS devices - EC2, Devices by Type/Misc Host: US-W2:IBSMANPRDAPP25DR_i-0464cc69e46790803 Severity Level: error LMD580724951 error - US-W2:IBSMANPRDAPP25DR_i-0464cc69e46790803 EC2 StatusCheckFailed_Instance
AWS EC2 instance US-W2:IBSMANPRDAPP25DR_i-0464cc69e46790803 has reported an instance status check failure, placing it into error state.

This indicates an issue with the AWS infrastructure supporting this instance.

You may need to restart or replace the instance, wait for AWS systems to resolve the issue, or seek technical support.

This condition started at 2022-08-18 23:10:00 MDT, -- or 0h 26m ago.

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD580724951&type=alert","iBAS, Inc (CHCS)",EOC,"SHAIKH, WASIM (primary)",Complete,P3 - Moderate,8/19/2022 11:06,8/20/2022 6:30,Single User,Cloud,Other,"as per instructions disabled  DR instances alerting.
CLosing ticket"
CDS-Northwest,T20220818.2260,LogicMonitor (error) Alert - US-W2:IBSMANPRDAPP17DR_i-0ab805f13ec532547 - EC2,"Group: Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/iBAS CHCS - AWS Cloud - Production/EC2, AWS devices - EC2, Devices by Type/Misc Host: US-W2:IBSMANPRDAPP17DR_i-0ab805f13ec532547 Severity Level: error LMD580724901 error - US-W2:IBSMANPRDAPP17DR_i-0ab805f13ec532547 EC2 StatusCheckFailed_Instance
AWS EC2 instance US-W2:IBSMANPRDAPP17DR_i-0ab805f13ec532547 has reported an instance status check failure, placing it into error state.

This indicates an issue with the AWS infrastructure supporting this instance.

You may need to restart or replace the instance, wait for AWS systems to resolve the issue, or seek technical support.

This condition started at 2022-08-18 23:10:00 MDT, -- or 0h 26m ago.

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD580724901&type=alert","iBAS, Inc (CHCS)",EOC,"SHAIKH, WASIM (primary)",Complete,P3 - Moderate,8/19/2022 11:06,8/20/2022 6:30,Single User,Cloud,Other,"as per instructions disabled DR instances alerting.
CLosing ticket"
CDS-Northwest,T20220818.2283,"Synoptek, LLC (formerly JUXTO) | R02673 | Hard down | 01394060    [ ref:_00D80aJlo._5008a1y0PXB:ref ]","FROM: datasupport@momentumtelecom.com
FROM NAME: Data Support Email to Case
TO: support@synoptek.com
CC: 

Email Body: 
Hello Team,

We have created a trouble ticket 01394060, we will start our investigation and as soon as we have an update we will let you know.

Thanks
ref:_00D80aJlo._5008a1y0PXB:ref

Unable to find match for contact email 'datasupport@momentumtelecom.com'.","iBAS, Inc (CHCS)",Merged Tickets,,Complete,P3 - Moderate,8/19/2022 11:28,8/20/2022 6:30,Single User,Miscellaneous,Email Reply caused new ticket,
CDS-Northwest,T20220819.0039,LogicMonitor (error) Alert - IBSMANDEVAPP04 - SYN_INCLUDE-Windows System Event Log,"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/MI Architecture - CNA - Dev, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Non-Prod, Devices by Type/IIS Servers, System Type/All Servers (no LM Collectors), Devices by Type/SQL Servers, System Type/Windows Host: IBSMANDEVAPP04 Severity Level: error LME36239063 error - IBSMANDEVAPP04 SYN_INCLUDE-Windows System Event Log
Host: IBSMANDEVAPP04
Eventsource: SYN_INCLUDE-Windows System Event Log
Windows Event ID:  7022
Message: The Trend Micro Security Agent RealTime Scan service hung on starting.
Detected on: 2022-08-18 20:32:49 MDT

Alert Rule: This alert matches the rule SYN_INCLUDE -rn
Alert has been sent to:
stage 1: 

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LME36239063&type=eventAlert","iBAS, Inc (CHCS)",EOC,"PATIL, ASMITA (primary)",Complete,P3 - Moderate,8/19/2022 12:02,8/20/2022 6:30,Single User,Server Management,Service Restart,Closing ticket - Alert cleared and service is running
CDS-Northwest,T20220819.0085,LogicMonitor (error) Alert - IBASInc-CoresiteVA1-ch1 - AEM Agent Connection Status,"Group: System Type/Patching/EDGE Patch Reboot - Mon 0700, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/Datacenters/Coresite VA1, System Type/EDGE Hubs: Gen 3, Devices by Type/Collectors, System Type/LogicMonitor Collectors, Devices by Type/Windows Servers, System Type/All Synoptek EDGE Hubs, System Type/Windows Host: IBASInc-CoresiteVA1-ch1 Severity Level: error LMD453001708 AEM connection failure
The device is not able to connect to AEM. 

1) Validate whether the collector is physical or virtual.
2) If physical, validate whether it has an IPMI configured
       a) If virtual, find the vcenter server and reboot the virtual collector
3) If IPMI is present and configured, connect to the IPMI address from another customer device at the same site, OR a collector from a different site, and reboot the Edge/Collector (IPMI creds will be in Secrets - search for the device host name)
4) If the Device is physical but there is no IPMI available, you may be able to RDP to the Edge from another device onsite.
5) If RDP is not available or working, customer or field tech assistance is likely required to reboot the impacted Edge device.


Status of 0 means no error, status of 1 means PowerShell failed to test one or more URLs, and status of 2 means one or more of the URLs failed to return a status of 200.

If there is a firewall rule blocking traffic, Whitelist requirements are described at: 
 http://help.aem.autotask.net/en/Content/1INTRODUCTION/Infrastructure/WhitelistRequirements.htm.

Host: IBASInc-CoresiteVA1-ch1
Value: 1.0
Device: ##DEVICEURL##
AutoTask PSA Queue: 31422453

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD453001708&type=alert","iBAS, Inc (CHCS)",EOC,"KUMAR, RAJU (primary)",Complete,P3 - Moderate,8/19/2022 13:40,8/20/2022 6:30,Multiple Users,Server Management,Other,"Alert cleared while investigating

Closing this case"
CDS-Northwest,T20220819.0114,LogicMonitor (error) Alert - COR-DE2-IBASI-FW-1 - TCP UDP stats,"Device: COR-DE2-IBASI-FW-1
Time: 2022-08-19 01:03 (2 h 45 m)
ID: DS60729260
Alert Message: LMD476000154 error - COR-DE2-IBASI-FW-1 TCP UDP stats RetransPercent
ID: LMD476000154
The host COR-DE2-IBASI-FW-1 is experiencing an unusual number of TCP retransmissions.
TCP retransmissions are now 31.0 percent of all TCP packets, putting the host in a error level.
This started at 2022-08-19 01:03:23 MDT.
This could be caused by poor network performance between this host and its clients/servers, or problems in the end systems.

Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD476000154&type=alert","iBAS, Inc (CHCS)",SO - Firewalls and VPN,"MAKANJUOLA, OLABODE GABRIEL (primary)",Complete,P3 - Moderate,8/19/2022 15:19,8/20/2022 6:30,Single User,Network Device Management,Interface Errors,
CDS-Northwest,T20220819.0116,System asking for bitlocker recovery key,"Callback number-  9110720211
16c8d7d5-dfb5-4581-80d8-4b18a90b3fa5","iBAS, Inc (CHCS)",Global Shared Service Desk,"COELHO, GREG (primary)",Complete,P3 - Moderate,8/19/2022 15:25,8/20/2022 6:30,Single User,User Administration,Other,
CDS-Northwest,T20220819.0133,LogicMonitor (error) Alert - IBSMANPREDB07 - Volume Usage-C:\,"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/_Managed SQL Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/RDB Arch - CNA PRU - Stage, Devices by Type/IIS Servers, System Type/All Servers (no LM Collectors), Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Non-Prod/sql server, Devices by Type/SQL Servers, System Type/Windows 
Host: IBSMANPREDB07 
Severity Level: error 
LMD537646494 error - IBSMANPREDB07 Volume Usage-C:\ PercentUsed
The filesystem C:\  on host IBSMANPREDB07 is now 88.0 percent used, as of 2022-08-19 04:20:47 MDT.
Please free up some space, or adjust the thresholds for this volume.
This state has existed for 0h 28m.

**Volume Utilization Procedure**:  https://synoptek.itglue.com/2536478/docs/5829427

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)

Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD537646494&type=alert","iBAS, Inc (CHCS)",CDS-Northwest,"OLIVIERO, ALEX (primary)",Complete,P4 - Functional,8/19/2022 16:19,8/24/2022 6:30,Single User,Storage Management,Storage Utilization,
CDS-Northwest,T20220819.0149,VPN connectivity issue,"FROM: Mayur.Bhamre@chcs-services.com
FROM NAME: Mayur Bhamre
TO: support@synoptek.com
CC: vishal.jhaveri@chcs-services.com;ftpservices@chcs-services.com

Email Body: 
Hi Team

I am not able to connect to VPN. I am not getting push on my phone. Internet connection is working fine at my end. Please help me on priority.

[cid:image001.png@01D8B3ED.E7454FD0]

Regards
Mayur Bhamre","iBAS, Inc (CHCS)",Global Shared Service Desk,"KALE, RAHUL (primary)",Complete,P3 - Moderate,8/19/2022 17:06,8/20/2022 6:30,Single User,Software,VPN Client Software,
CDS-Northwest,T20220819.0242,Can't access Keepers Vault,"FROM: mrinal.bhalla@chcs-services.com
FROM NAME: Mrinal Bhalla
TO: customersupport@synoptek.com
CC: 

Email Body: 
Dear Synoptek Team,

I can't access Keepers Vault. Please assist.

Regards,
Mrinal Bhalla","iBAS, Inc (CHCS)",Global Shared Service Desk,"LEE, CHRISTOPHER (primary)",Complete,P3 - Moderate,8/19/2022 17:35,8/20/2022 6:30,Single User,Software,:Other,
CDS-Northwest,T20220819.0247,CHCSINSPRO.com firewall software update Sunday Aug 28,"FROM: ken.cook@chcs-services.com
FROM NAME: Ken Cook
TO: support@synoptek.com
CC: Vaibhav.Tawade@chcs-services.com;Subramanian.Seshan@chcs-services.com;Santhosh.R@chcs-services.com;jbarron@synoptek.com;Jatin.Khanna@chcs-services.com;Prashant.Kini@chcs-services.com;mreed@synoptek.com;Milva.Maldonado@chcs-services.com

Email Body: 
InsPro is making a firewall upgrade on Aug 28 that needs to go to CAB.  Please have a CAB request submitted.

We'll need a Synoptek network engineer as well as a CHCS IT or Ops person assigned to validate the firewall update has not impacted connectivity and InsPro Workbench access on Sunday after they install the firewall upgrade.

Please have the EOC validate when the alerts clear, if there are any issues, if needed engaged the network on call engineer.

Thanks
Ken

From: Mark Breymeier <https://urldefense.proofpoint.com/v2/url?u=http-3A__Mark.Br&d=DwIF-g&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=BAnIcqWJUkGzkFLTJKwCJ-4rtEyNjGB9LAvK48jPsJc&m=iAHlSbP1CnLSu0TmGW5AcAIN-V5XtiDo6BFVJqYfUqg&s=XYL7Ohef4BSsihKleKFwaGnqu_QezTflST_tPlQ8WM4&e=eymeier@majesco.com<mailto:Mark.Breymeier@majesco.com>>
Date: Thursday, August 18, 2022 at 2:55 PM
To: Subramanian Seshan <https://urldefense.proofpoint.com/v2/url?u=http-3A__Subramanian.Se&d=DwIF-g&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=BAn","iBAS, Inc (CHCS)",SO - Firewalls and VPN,"RATHOD, RAHUL (primary)",Complete,Scheduled,8/19/2022 17:40,8/31/2022 6:30,Single User,Software,:Other,closing the ticket with customer & vendor confirmation.
CDS-Northwest,T20220819.0255,"Emily not able to login, password issue","Call back number should be 352-901-0025

FROM: uccx@synoptek.com
FROM NAME:
TO: customersupport@synoptek.com
CC:

Email Body:
A customer has chosen to leave a voice message in the U.S. Northwest queue for a call back iBAS, Inc (CHCS) 2072509 33878100 3529010025","iBAS, Inc (CHCS)",CDS-Northwest,"OLIVIERO, ALEX (primary)",Complete,P2 - Impaired,8/19/2022 17:51,8/19/2022 23:51,Single User,User Administration,Password reset,"Hello Emily,

Thank you for so much of your time today as we got your password reset and confirmed your computer could sign in successfully.

I am closing this ticket out as we discussed, and if you have any other questions, concerns, or requests, please don't hesitate to reach out to us.

Thanks again and have a great day!"
